id,tags
127,"FICTION NOVEL"
128,"HISTORICAL-NOVEL NOVEL FICTION"
129,"FICTION SPECULATIVE-FICTION NOVEL"
130,"FICTION SCIENCE-FICTION NOVEL SPECULATIVE-FICTION"
131,"THRILLER SPY-FICTION"
132,"CHILDREN'S-LITERATURE"
133,"FICTION MYSTERY"
134,"FICTION NOVEL CHILDREN'S-LITERATURE"
135,"SPECULATIVE-FICTION"
136,"NOVEL CHILDREN'S-LITERATURE"
137,"CHILDREN'S-LITERATURE"
138,"FICTION"
139,"ROMANCE-NOVEL HISTORICAL-NOVEL NOVEL FICTION"
140,"FICTION SUSPENSE MYSTERY NOVEL CRIME-FICTION"
141,"FICTION THRILLER"
142,"FICTION NOVEL"
143,"FANTASY CHILDREN'S-LITERATURE"
144,"FICTION ROMANCE-NOVEL NOVEL"
145,"FICTION NOVEL"
146,"FICTION"
147,"CHILDREN'S-LITERATURE"
148,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
149,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
150,"FICTION NOVEL"
151,"NOVEL"
152,"FICTION CHILDREN'S-LITERATURE FANTASY SPECULATIVE-FICTION"
153,"NOVEL"
154,"FANTASY"
155,"FICTION SUSPENSE HORROR HUMOUR MYSTERY SPECULATIVE-FICTION"
156,"FANTASY SPECULATIVE-FICTION FICTION"
157,"FICTION HISTORICAL-FICTION NOVEL"
158,"FICTION NOVEL"
159,"SPECULATIVE-FICTION SCIENCE-FICTION"
160,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
161,"FICTION THRILLER SPECULATIVE-FICTION"
162,"DETECTIVE-FICTION FICTION HISTORICAL-NOVEL"
163,"DETECTIVE-FICTION MYSTERY"
164,"DETECTIVE-FICTION MYSTERY FICTION"
165,"DETECTIVE-FICTION FICTION MYSTERY"
166,"DETECTIVE-FICTION MYSTERY"
167,"CHILDREN'S-LITERATURE"
168,"FICTION NOVEL"
169,"CRIME-FICTION MYSTERY FICTION SUSPENSE"
170,"FICTION SPECULATIVE-FICTION HORROR NOVEL"
171,"FICTION SPECULATIVE-FICTION"
172,"CHILDREN'S-LITERATURE CRIME-FICTION"
173,"HISTORICAL-NOVEL NOVEL"
174,"FICTION SPECULATIVE-FICTION"
175,"SUSPENSE MYSTERY CRIME-FICTION"
176,"SPECULATIVE-FICTION THRILLER SCIENCE-FICTION"
177,"FICTION MYSTERY NOVEL CRIME-FICTION"
178,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
179,"FICTION SUSPENSE MYSTERY NOVEL CRIME-FICTION"
180,"FANTASY CHILDREN'S-LITERATURE"
181,"FICTION SUSPENSE DETECTIVE-FICTION MYSTERY NOVEL"
182,"SPECULATIVE-FICTION THRILLER"
183,"SCIENCE-FICTION SPECULATIVE-FICTION"
184,"FANTASY SPECULATIVE-FICTION"
185,"NOVEL"
186,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
187,"SCIENCE-FICTION SPECULATIVE-FICTION"
188,"HISTORY NOVEL"
189,"SCIENCE-FICTION SPECULATIVE-FICTION"
190,"SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
191,"YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
192,"NOVEL"
193,"FICTION NOVEL"
194,"FICTION FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
195,"SCIENCE-FICTION SPECULATIVE-FICTION"
196,"FICTION NOVEL"
197,"FICTION SUSPENSE MYSTERY NOVEL"
198,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
199,"FANTASY SPECULATIVE-FICTION"
200,"SCIENCE-FICTION SPECULATIVE-FICTION"
201,"SCIENCE-FICTION FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
202,"SCIENCE-FICTION SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE"
203,"SCIENCE-FICTION SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE"
204,"SCIENCE-FICTION SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE"
205,"FICTION NOVEL"
206,"NOVEL FICTION"
207,"FICTION HISTORICAL-FICTION ROMANCE-NOVEL HISTORICAL-NOVEL"
208,"FICTION ROMANCE-NOVEL NOVEL"
209,"SCIENCE-FICTION SPECULATIVE-FICTION"
210,"FANTASY SPECULATIVE-FICTION"
211,"FICTION"
212,"FICTION ROMANCE-NOVEL HISTORICAL-NOVEL NOVEL"
213,"FICTION"
214,"FICTION ROMANCE-NOVEL HISTORICAL-NOVEL NOVEL"
215,"FICTION NOVEL"
216,"ROMANCE-NOVEL HISTORICAL-NOVEL"
217,"SPECULATIVE-FICTION SCIENCE-FICTION"
218,"SUSPENSE THRILLER MYSTERY CRIME-FICTION"
219,"FICTION HISTORICAL-NOVEL CHILDREN'S-LITERATURE"
220,"FICTION NOVEL"
221,"SUSPENSE MYSTERY"
222,""
223,"SPECULATIVE-FICTION HISTORICAL-NOVEL NOVEL"
224,"NOVEL"
225,"HISTORICAL-NOVEL FICTION"
226,"SCIENCE-FICTION SPECULATIVE-FICTION"
227,"SCIENCE-FICTION SPECULATIVE-FICTION"
228,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
229,"FICTION SPECULATIVE-FICTION SCIENCE-FICTION"
230,"FICTION NOVEL THRILLER"
231,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
232,"FICTION NOVEL"
233,"FICTION THRILLER"
234,"SCIENCE-FICTION SPECULATIVE-FICTION FANTASY"
235,"FICTION NOVEL"
236,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
237,"FICTION SPECULATIVE-FICTION"
238,"ROMANCE-NOVEL CHILDREN'S-LITERATURE"
239,"NOVEL CRIME-FICTION"
240,"FICTION NOVEL"
241,"YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
242,"FICTION HISTORICAL-FICTION ROMANCE-NOVEL HISTORICAL-NOVEL NOVEL"
243,"FICTION NOVEL"
244,"FICTION FANTASY SPECULATIVE-FICTION"
245,"FICTION THRILLER SPY-FICTION"
246,"SCIENCE-FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
247,"NOVEL FICTION"
248,"NOVEL FICTION"
249,"SATIRE NOVEL"
250,"MYSTERY CRIME-FICTION"
251,"FICTION NOVEL"
252,"FICTION WAR-NOVEL"
253,"MYSTERY FICTION SUSPENSE CRIME-FICTION"
254,"SCIENCE-FICTION SPECULATIVE-FICTION"
255,"FICTION SPECULATIVE-FICTION"
256,"DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE"
257,"FICTION MYSTERY SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
258,"SCIENCE-FICTION SPECULATIVE-FICTION NOVEL"
259,"FICTION NOVEL"
260,"NON-FICTION NOVEL"
261,"SPECULATIVE-FICTION FICTION"
262,"NON-FICTION"
263,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
264,"SCIENCE-FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE FICTION"
265,"HISTORICAL-NOVEL"
266,"FICTION"
267,"FICTION NOVEL"
268,"FICTION NOVEL"
269,"ROMANCE-NOVEL NOVEL"
270,"FICTION NOVEL"
271,"FICTION HISTORICAL-NOVEL"
272,"FICTION NOVEL"
273,"FICTION NOVEL"
274,"HISTORICAL-NOVEL"
275,"SPECULATIVE-FICTION SCIENCE-FICTION"
276,"FICTION COMIC-NOVEL NOVEL CHILDREN'S-LITERATURE"
277,"FICTION NOVEL"
278,"NOVEL"
279,"FICTION"
280,"NOVEL AUTOBIOGRAPHY"
281,"FANTASY SPECULATIVE-FICTION"
282,"SPECULATIVE-FICTION SCIENCE-FICTION"
283,"HISTORICAL-NOVEL NOVEL"
284,"FICTION NOVEL"
285,"NOVEL"
286,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
287,"FICTION"
288,"HORROR FICTION FANTASY SPECULATIVE-FICTION SCIENCE-FICTION CHILDREN'S-LITERATURE"
289,"HORROR FICTION FANTASY SPECULATIVE-FICTION SCIENCE-FICTION CHILDREN'S-LITERATURE"
290,"FANTASY FICTION SPECULATIVE-FICTION HORROR CHILDREN'S-LITERATURE"
291,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
292,"HORROR FICTION FANTASY SPECULATIVE-FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
293,"NOVEL FICTION"
294,"FICTION NOVEL"
295,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
296,"FICTION NOVEL"
297,"FICTION NOVEL"
298,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
299,"HORROR SPECULATIVE-FICTION FICTION SCIENCE-FICTION MYSTERY CHILDREN'S-LITERATURE FANTASY"
300,""
301,"HISTORICAL-FICTION HISTORICAL-NOVEL"
302,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
303,"FICTION NOVEL"
304,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
305,"WAR-NOVEL FICTION HISTORICAL-NOVEL"
306,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
307,"NOVEL CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
308,"MYSTERY FICTION SUSPENSE NOVEL CRIME-FICTION"
309,"NOVEL"
310,"SCIENCE-FICTION SPECULATIVE-FICTION"
311,"FICTION HISTORICAL-NOVEL"
312,"FICTION NOVEL"
313,"FICTION NOVEL CHILDREN'S-LITERATURE"
314,"FICTION FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
315,"FICTION NOVEL"
316,"CHILDREN'S-LITERATURE"
317,"CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
318,"FICTION SUSPENSE DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE CRIME-FICTION"
319,"HORROR SPECULATIVE-FICTION FANTASY FICTION"
320,"SPECULATIVE-FICTION SCIENCE-FICTION HORROR MYSTERY CRIME-FICTION"
321,"HORROR FICTION SPECULATIVE-FICTION MYSTERY"
322,"FANTASY HORROR SPECULATIVE-FICTION FICTION CHILDREN'S-LITERATURE SCIENCE-FICTION"
323,"HORROR SPECULATIVE-FICTION MYSTERY"
324,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
325,"FICTION NOVEL"
326,"FICTION HISTORICAL-FICTION ROMANCE-NOVEL HISTORICAL-NOVEL NOVEL"
327,"FICTION NOVEL"
328,"FICTION HISTORICAL-NOVEL NOVEL"
329,"FICTION FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
330,"FICTION ROMANCE-NOVEL"
331,"FANTASY SPECULATIVE-FICTION"
332,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE FICTION"
333,"FICTION FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
334,"FANTASY SPECULATIVE-FICTION FICTION"
335,"FICTION FANTASY SPECULATIVE-FICTION"
336,"FICTION NOVEL"
337,"FICTION NOVEL CHILDREN'S-LITERATURE"
338,"FICTION NOVEL"
339,"NOVEL"
340,"SCIENCE-FICTION SPECULATIVE-FICTION"
341,"FICTION SPECULATIVE-FICTION SCIENCE-FICTION"
342,"FICTION NOVEL"
343,"ADVENTURE-NOVEL CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
344,"SCIENCE-FICTION FANTASY SPECULATIVE-FICTION"
345,"FICTION FANTASY SPECULATIVE-FICTION"
346,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
347,"FANTASY SPECULATIVE-FICTION"
348,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
349,"SCIENCE-FICTION SPECULATIVE-FICTION"
350,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
351,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
352,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
353,"HISTORICAL-NOVEL ALTERNATE-HISTORY"
354,"FICTION"
355,"SCIENCE-FICTION FANTASY SPECULATIVE-FICTION"
356,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
357,"FICTION NOVEL"
358,"NOVEL"
359,"SCIENCE-FICTION SPECULATIVE-FICTION"
360,"CHILDREN'S-LITERATURE"
361,"FICTION CHILDREN'S-LITERATURE"
362,"MYSTERY FICTION SUSPENSE CRIME-FICTION"
363,"THRILLER"
364,"FANTASY SPECULATIVE-FICTION HISTORICAL-NOVEL"
365,"SPECULATIVE-FICTION SCIENCE-FICTION"
366,"NOVEL FICTION"
367,"DETECTIVE-FICTION MYSTERY"
368,"SCIENCE-FICTION SPECULATIVE-FICTION"
369,"FANTASY ADVENTURE-NOVEL"
370,"SATIRE NOVEL"
371,"FICTION HISTORICAL-FICTION NOVEL"
372,"FICTION"
373,"SCIENCE-FICTION SPECULATIVE-FICTION"
374,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
375,"FICTION FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
376,"FICTION CHILDREN'S-LITERATURE"
377,"HISTORICAL-NOVEL FICTION NOVEL"
378,"FANTASY SPECULATIVE-FICTION"
379,"SCIENCE-FICTION SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
380,"FANTASY SPECULATIVE-FICTION"
381,"SCIENCE-FICTION SPECULATIVE-FICTION"
382,"SPECULATIVE-FICTION SCIENCE-FICTION"
383,"HORROR SPECULATIVE-FICTION FANTASY SCIENCE-FICTION CHILDREN'S-LITERATURE FICTION"
384,"FICTION NOVEL"
385,"SCIENCE-FICTION SPECULATIVE-FICTION"
386,"SCIENCE-FICTION FICTION SPECULATIVE-FICTION"
387,"SUSPENSE MYSTERY CRIME-FICTION"
388,"NOVEL FICTION"
389,"FICTION NOVEL CHILDREN'S-LITERATURE"
390,"FICTION SUSPENSE MYSTERY NOVEL CRIME-FICTION"
391,"FICTION HISTORICAL-NOVEL NOVEL CHILDREN'S-LITERATURE"
392,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
393,"HISTORICAL-FICTION HISTORICAL-NOVEL"
394,"CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
395,"CHILDREN'S-LITERATURE SPECULATIVE-FICTION FANTASY"
396,"SPECULATIVE-FICTION SCIENCE-FICTION"
397,"SUSPENSE THRILLER TECHNO-THRILLER MYSTERY CRIME-FICTION"
398,""
399,"FICTION CHILDREN'S-LITERATURE"
400,"FICTION CHILDREN'S-LITERATURE"
401,"FICTION ROMANCE-NOVEL NOVEL"
402,"FICTION HISTORICAL-NOVEL NOVEL"
403,"FICTION HISTORICAL-FICTION HISTORICAL-NOVEL"
404,"FICTION HISTORICAL-FICTION HISTORICAL-NOVEL NOVEL"
405,"FICTION NOVEL CHILDREN'S-LITERATURE"
406,"YOUNG-ADULT-LITERATURE NOVEL CHILDREN'S-LITERATURE FICTION"
407,"CHILDREN'S-LITERATURE FANTASY SPECULATIVE-FICTION"
408,"THRILLER HISTORICAL-NOVEL MYSTERY NOVEL"
409,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE NOVEL"
410,"FICTION NOVEL"
411,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
412,"ADVENTURE-NOVEL DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE"
413,"SPECULATIVE-FICTION SCIENCE-FICTION"
414,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
415,"DETECTIVE-FICTION MYSTERY SPECULATIVE-FICTION"
416,"FANTASY SPECULATIVE-FICTION"
417,"FICTION HISTORICAL-NOVEL NOVEL"
418,"FICTION"
419,"SCIENCE-FICTION SPECULATIVE-FICTION"
420,"SPECULATIVE-FICTION SCIENCE-FICTION HORROR CHILDREN'S-LITERATURE"
421,"NOVEL FICTION CHILDREN'S-LITERATURE"
422,"FICTION NOVEL"
423,"FICTION SPECULATIVE-FICTION FANTASY SCIENCE-FICTION"
424,"FICTION SUSPENSE MYSTERY NOVEL CRIME-FICTION"
425,"FICTION ROMANCE-NOVEL NOVEL"
426,"FICTION"
427,"SPECULATIVE-FICTION FANTASY SCIENCE-FICTION"
428,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
429,"SUSPENSE MYSTERY CRIME-FICTION"
430,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
431,"FICTION NOVEL CRIME-FICTION"
432,"FICTION SCIENCE-FICTION"
433,"FICTION NOVEL"
434,"SPECULATIVE-FICTION SCIENCE-FICTION"
435,"SCIENCE-FICTION SPECULATIVE-FICTION"
436,"CHILDREN'S-LITERATURE"
437,"YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
438,"SCIENCE-FICTION SPECULATIVE-FICTION"
439,"FICTION SUSPENSE NOVEL CRIME-FICTION"
440,"CRIME-FICTION MYSTERY SUSPENSE FICTION DETECTIVE-FICTION NOVEL"
441,"MYSTERY FICTION SUSPENSE DETECTIVE-FICTION CRIME-FICTION"
442,"FICTION SUSPENSE MYSTERY NOVEL CRIME-FICTION"
443,"SCIENCE-FICTION SPECULATIVE-FICTION"
444,"FICTION ROMANCE-NOVEL NOVEL"
445,"SCIENCE-FICTION SPECULATIVE-FICTION"
446,"SCIENCE-FICTION SPECULATIVE-FICTION"
447,"SPECULATIVE-FICTION SCIENCE-FICTION"
448,"FICTION"
449,"CHILDREN'S-LITERATURE"
450,"FICTION SPECULATIVE-FICTION SCIENCE-FICTION"
451,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
452,"FANTASY SPECULATIVE-FICTION"
453,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
454,"CHILDREN'S-LITERATURE"
455,"NON-FICTION"
456,"SPY-FICTION FICTION SUSPENSE MYSTERY"
457,"FICTION SUSPENSE MYSTERY SPY-FICTION"
458,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
459,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
460,"FICTION SPECULATIVE-FICTION SCIENCE-FICTION"
461,"HISTORICAL-NOVEL MYSTERY"
462,"SCIENCE-FICTION SPECULATIVE-FICTION"
463,"HISTORICAL-NOVEL NOVEL"
464,"FANTASY SPECULATIVE-FICTION"
465,"FICTION MYSTERY CRIME-FICTION NOVEL"
466,"FANTASY SPECULATIVE-FICTION"
467,"FANTASY SPECULATIVE-FICTION"
468,"ALTERNATE-HISTORY"
469,"FICTION YOUNG-ADULT-LITERATURE CHILDREN'S-LITERATURE"
470,"FANTASY SPECULATIVE-FICTION HISTORICAL-NOVEL"
471,"SCIENCE-FICTION SPECULATIVE-FICTION"
472,"SPY-FICTION SPECULATIVE-FICTION THRILLER"
473,"FICTION"
474,"FICTION MYSTERY SUSPENSE"
475,"CHILDREN'S-LITERATURE"
476,"FICTION NOVEL MYSTERY"
477,"SPECULATIVE-FICTION SCIENCE-FICTION"
478,"FICTION"
479,"FANTASY SPECULATIVE-FICTION"
480,"SPECULATIVE-FICTION"
481,"SPECULATIVE-FICTION"
482,"CRIME-FICTION MYSTERY FICTION SUSPENSE THRILLER"
483,"FICTION CHILDREN'S-LITERATURE"
484,""
485,"SPECULATIVE-FICTION SCIENCE-FICTION"
486,"FICTION CHILDREN'S-LITERATURE"
487,"SPECULATIVE-FICTION SCIENCE-FICTION FANTASY"
488,"YOUNG-ADULT-LITERATURE NOVEL CHILDREN'S-LITERATURE"
489,"FANTASY SPECULATIVE-FICTION SCIENCE-FICTION"
490,"NOVEL FICTION"
491,"FICTION YOUNG-ADULT-LITERATURE NOVEL"
492,"WAR-NOVEL HISTORICAL-NOVEL ALTERNATE-HISTORY"
493,"FICTION SPECULATIVE-FICTION NOVEL"
494,"FANTASY SPECULATIVE-FICTION"
495,"FICTION SUSPENSE THRILLER MYSTERY SPY-FICTION"
496,"THRILLER"
497,"FICTION NOVEL"
498,"FICTION NOVEL"
499,"FANTASY SPECULATIVE-FICTION"
500,"FANTASY SPECULATIVE-FICTION"
501,"FICTION MYSTERY"
502,"SCIENCE-FICTION"
503,"FICTION SUSPENSE DETECTIVE-FICTION MYSTERY"
504,"MYSTERY FICTION"
505,"SPY-FICTION THRILLER"
506,""
507,"FICTION FANTASY SPECULATIVE-FICTION"
508,"FICTION MYSTERY NOVEL"
509,"NOVEL"
510,"DETECTIVE-FICTION MYSTERY"
511,"FANTASY SPECULATIVE-FICTION FICTION"
512,"FICTION NOVEL CHILDREN'S-LITERATURE"
513,"FICTION DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE"
514,"FICTION HISTORICAL-FICTION HISTORICAL-NOVEL NOVEL"
515,""
516,"SPECULATIVE-FICTION"
517,"CHILDREN'S-LITERATURE FANTASY"
518,"FANTASY SPECULATIVE-FICTION"
519,"FICTION FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
520,"FICTION SUSPENSE MYSTERY CRIME-FICTION"
521,"FICTION NOVEL"
522,"SCIENCE-FICTION SPECULATIVE-FICTION"
523,"FICTION ROMANCE-NOVEL NOVEL"
524,"FANTASY SPECULATIVE-FICTION SHORT-STORY"
525,"NOVEL"
526,"SHORT-STORY FANTASY SPECULATIVE-FICTION"
527,"FICTION SPECULATIVE-FICTION NOVEL THRILLER"
528,"SCIENCE-FICTION"
529,""
530,"HISTORY MYSTERY"
531,"DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE"
532,"DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE"
533,"DETECTIVE-FICTION MYSTERY CHILDREN'S-LITERATURE"
534,"CHILDREN'S-LITERATURE YOUNG-ADULT-LITERATURE"
535,"SPECULATIVE-FICTION FANTASY"
536,"FANTASY SPECULATIVE-FICTION CHILDREN'S-LITERATURE"
537,"FICTION CHILDREN'S-LITERATURE"
538,"NOVEL FICTION"
